Employee_ID,Age,Experience_Years,Education,Department,Job_Level,Performance_Rating,Projects_Completed,Certifications,Weekly_Work_Hours,Remote_Work,City_Tier,Job_Satisfaction,Salary_LPA,Salary_Status
10297,55,31,Bachelor,IT,9,2.7,26,12,48.3,Yes,Tier 2,2,2.5,High
10298,57,34,Bachelor,HR,9,3.5,31,12,45.1,No,Tier 2,2,2.5,High
10299,44,20,Master,Marketing,7,4.7,18,9,47.0,No,Tier 1,5,2.5,High
10300,49,29,High School,Sales,8,3.6,26,11,43.3,Yes,Tier 3,2,2.5,High
10301,51,28,Diploma,Finance,9,4.8,29,11,45.3,Yes,Tier 1,4,2.5,High
10302,55,30,Master,Marketing,9,2.9,27,10,36.5,No,Tier 2,4,2.5,High
10303,53,32,Diploma,Sales,10,2.7,23,13,50.0,Yes,Tier 1,5,2.5,High
10304,41,16,Bachelor,IT,6,2.8,15,5,40.6,No,Tier 1,3,2.04,Low
10305,52,30,Master,Finance,8,3.5,27,13,42.4,Yes,Tier 2,3,2.5,High
10306,43,20,Diploma,Sales,6,5.0,17,9,55.4,No,Tier 3,4,2.31,High
10307,53,30,High School,Sales,8,2.4,29,12,41.9,No,Tier 2,3,2.5,High
10308,23,3,Bachelor,HR,2,3.9,2,3,46.7,No,Tier 3,3,1.04,Low
10309,38,16,Bachelor,Operations,6,3.0,15,7,45.6,No,Tier 2,5,2.04,Low
10310,45,24,Bachelor,Marketing,8,3.4,19,9,36.3,Yes,Tier 1,2,2.5,High
10311,51,25,Master,HR,8,2.7,22,10,38.0,No,Tier 1,2,2.5,High
10312,23,0,Diploma,Finance,2,4.1,5,4,53.2,Yes,Tier 2,3,0.96,Low
10313,60,37,Bachelor,Operations,10,3.5,32,14,45.9,No,Tier 1,1,2.5,High
10314,44,24,Bachelor,Sales,7,4.2,22,8,42.9,No,Tier 2,5,2.5,High
10315,52,28,Diploma,HR,8,3.6,25,9,40.3,Yes,Tier 1,3,2.5,High
10316,42,15,Bachelor,Operations,4,2.2,15,5,44.6,Yes,Tier 1,1,1.76,Low
10317,43,22,Bachelor,Marketing,6,4.2,22,8,45.1,No,Tier 2,1,2.43,High
10318,22,0,Bachelor,Finance,1,2.2,5,3,44.1,No,Tier 2,5,0.7,Low
10319,47,25,High School,IT,7,2.3,27,9,48.3,No,Tier 1,2,2.5,High
10320,22,0,Bachelor,HR,1,2.9,3,3,38.7,Yes,Tier 1,4,0.73,Low
10321,46,23,Bachelor,Finance,6,2.9,17,9,38.0,Yes,Tier 1,1,2.36,High
10322,37,12,Master,IT,5,4.4,15,6,48.2,Yes,Tier 1,4,2.1,High
10323,60,39,High School,HR,10,3.4,38,15,53.6,No,Tier 2,4,2.5,High
10324,53,26,Bachelor,Finance,8,4.3,30,11,47.2,No,Tier 2,5,2.5,High
10325,29,5,Bachelor,Finance,3,3.1,11,3,49.5,No,Tier 1,2,1.31,Low
10326,59,36,Master,Operations,10,3.7,31,11,42.6,No,Tier 1,5,2.5,High
10327,49,22,Bachelor,HR,7,3.8,21,8,44.3,No,Tier 1,1,2.39,High
10328,46,25,Master,Finance,8,4.0,22,9,44.3,No,Tier 1,2,2.5,High
10329,55,30,Master,Sales,8,3.2,26,12,42.7,No,Tier 2,3,2.5,High
10330,45,25,Master,HR,7,3.3,23,10,50.1,No,Tier 1,2,2.5,High
10331,44,20,Bachelor,Finance,7,3.3,22,8,48.6,Yes,Tier 1,5,2.5,High
10332,33,11,Bachelor,Operations,3,2.4,8,7,41.0,No,Tier 2,5,1.41,Low
10333,27,4,Master,IT,2,3.4,4,2,34.8,Yes,Tier 1,4,1.08,Low
10334,56,35,PhD,IT,9,3.3,34,10,42.7,Yes,Tier 2,3,2.5,High
10335,40,20,Master,Sales,6,3.9,23,8,37.2,No,Tier 2,2,2.25,High
10336,21,0,Bachelor,HR,1,3.6,1,3,43.1,No,Tier 1,3,0.73,Low
10337,28,2,Diploma,Operations,2,4.4,9,3,37.6,No,Tier 2,4,0.91,Low
10338,36,15,Bachelor,Finance,4,3.5,17,6,49.3,Yes,Tier 2,3,1.87,Low
10339,34,13,Master,Finance,5,3.1,13,6,46.4,No,Tier 2,3,1.84,Low
10340,32,10,Bachelor,IT,4,3.5,5,7,46.3,No,Tier 2,2,1.55,Low
10341,43,23,Bachelor,Operations,7,4.0,17,8,48.4,Yes,Tier 3,3,2.5,High
10342,35,9,Master,Sales,3,2.3,9,5,45.0,No,Tier 3,4,1.41,Low
10343,48,21,Bachelor,IT,7,3.0,22,9,45.7,Yes,Tier 2,1,2.48,High
10344,54,27,Master,IT,8,3.0,27,11,50.2,No,Tier 3,1,2.5,High
10345,22,0,Bachelor,Sales,2,3.8,2,1,42.3,No,Tier 1,5,0.89,Low
10346,52,32,Bachelor,HR,10,3.8,28,12,46.0,Yes,Tier 2,1,2.5,High
10347,43,19,Bachelor,Finance,5,3.6,18,7,37.7,Yes,Tier 1,2,2.08,Low
10348,42,19,Master,HR,6,1.9,18,8,43.4,Yes,Tier 1,5,2.25,High
10349,45,23,Diploma,Operations,7,2.4,22,10,54.3,Yes,Tier 2,1,2.5,High
10350,42,17,Diploma,Marketing,6,3.3,17,10,47.1,Yes,Tier 2,1,2.17,High
10351,42,16,PhD,Marketing,6,3.2,12,5,42.6,Yes,Tier 1,5,2.24,High
10352,26,4,Diploma,Marketing,2,3.5,6,5,44.3,Yes,Tier 2,2,1.03,Low
10353,35,13,Bachelor,Sales,5,3.2,13,6,42.9,Yes,Tier 2,5,1.86,Low
10354,57,37,Bachelor,IT,10,4.5,35,14,44.2,Yes,Tier 1,2,2.5,High
10355,53,30,Bachelor,HR,9,2.0,25,13,41.0,Yes,Tier 1,2,2.5,High
10356,28,4,Bachelor,Finance,3,3.7,7,4,45.5,No,Tier 1,4,1.22,Low
10357,25,0,Diploma,Marketing,2,4.0,4,3,45.7,No,Tier 1,1,0.85,Low
10358,59,38,Bachelor,HR,10,4.0,33,16,43.0,Yes,Tier 2,1,2.5,High
10359,24,3,Bachelor,Marketing,1,4.0,1,2,43.7,No,Tier 1,3,0.92,Low
10360,26,4,Master,Marketing,3,4.1,9,4,44.7,No,Tier 1,5,1.34,Low
10361,52,25,Diploma,Finance,7,3.1,25,9,40.4,No,Tier 2,4,2.5,High
10362,50,23,Bachelor,Operations,6,2.8,22,9,45.4,Yes,Tier 2,1,2.37,High
10363,55,32,Diploma,Operations,10,2.2,29,12,46.9,No,Tier 1,3,2.5,High
10364,60,34,Bachelor,Operations,9,3.3,26,12,50.3,Yes,Tier 1,4,2.5,High
10365,36,10,Diploma,Sales,4,3.0,13,5,44.6,Yes,Tier 1,2,1.55,Low
10366,33,8,Diploma,IT,3,4.3,13,5,40.2,Yes,Tier 2,1,1.47,Low
10367,50,30,Master,Sales,9,3.3,24,12,42.5,Yes,Tier 3,5,2.5,High
10368,39,16,Bachelor,HR,5,2.8,19,6,37.3,No,Tier 2,4,1.82,Low
10369,37,14,Master,Sales,4,2.7,17,5,46.6,No,Tier 1,3,1.87,Low
10370,39,19,PhD,HR,6,4.8,15,7,32.7,No,Tier 2,5,2.25,High
10371,48,21,Bachelor,HR,6,3.5,19,9,48.1,Yes,Tier 1,2,2.37,High
10372,46,20,Diploma,IT,6,3.0,16,6,48.7,Yes,Tier 1,5,2.25,High
10373,57,31,Bachelor,Finance,8,3.6,28,11,30.0,Yes,Tier 1,3,2.5,High
10374,46,19,Master,IT,5,4.7,19,7,49.4,Yes,Tier 2,2,2.28,High
10375,43,17,Bachelor,Operations,5,3.2,13,8,48.1,No,Tier 2,3,2.11,High
10376,29,7,High School,Operations,3,3.9,10,4,41.5,No,Tier 2,1,1.18,Low
10377,32,9,Bachelor,Sales,3,4.3,12,6,37.0,No,Tier 2,3,1.44,Low
10378,21,0,Master,HR,1,2.3,5,2,38.8,No,Tier 1,5,0.86,Low
10379,21,1,Master,Marketing,2,3.1,5,1,39.2,Yes,Tier 1,1,0.91,Low
10380,54,28,Diploma,Marketing,9,4.2,22,10,49.6,Yes,Tier 2,1,2.5,High
10381,52,27,Master,HR,8,3.0,24,9,40.8,No,Tier 2,4,2.5,High
10382,45,19,Diploma,IT,5,3.8,19,11,47.5,Yes,Tier 2,5,2.21,High
10383,60,34,Diploma,Finance,9,3.0,34,14,42.4,No,Tier 1,5,2.5,High
10384,21,0,Master,IT,1,3.2,3,2,43.3,No,Tier 2,2,0.74,Low
10385,36,14,Diploma,HR,4,3.1,15,5,35.1,Yes,Tier 1,3,1.6,Low
10386,59,39,Bachelor,HR,10,3.9,32,14,37.3,No,Tier 2,3,2.5,High
10387,25,1,High School,Finance,2,3.6,1,1,49.5,No,Tier 2,5,0.81,Low
10388,42,18,Master,Sales,5,3.6,14,8,42.2,Yes,Tier 3,3,2.06,Low
10389,49,24,Master,Sales,7,5.0,21,8,44.5,No,Tier 1,5,2.5,High
10390,23,0,Bachelor,Finance,1,4.6,8,1,52.0,Yes,Tier 2,1,0.85,Low
10391,32,7,Master,Sales,2,2.2,8,3,42.4,No,Tier 2,3,1.25,Low
10392,46,23,Diploma,Marketing,7,3.2,22,9,42.1,Yes,Tier 1,3,2.48,High
10393,36,13,Bachelor,Sales,5,5.0,15,6,49.0,Yes,Tier 1,5,2.02,Low
10394,57,37,Bachelor,Sales,10,3.1,30,14,43.1,No,Tier 2,5,2.5,High
10395,42,16,High School,Sales,6,4.9,15,9,44.6,Yes,Tier 1,2,1.97,Low
10396,49,29,Bachelor,Marketing,8,3.2,28,12,48.0,No,Tier 1,3,2.5,High
10397,34,12,Master,Sales,4,3.3,14,5,43.0,No,Tier 3,4,1.67,Low
10398,48,25,High School,Operations,8,4.1,18,10,46.9,Yes,Tier 2,5,2.5,High
10399,25,1,Bachelor,Marketing,1,3.4,5,1,42.4,No,Tier 1,4,0.84,Low
10400,50,24,Diploma,Finance,8,3.8,21,9,47.9,No,Tier 2,1,2.5,High
10401,25,4,Diploma,IT,2,4.5,5,3,45.1,Yes,Tier 2,1,0.96,Low
10402,32,10,Master,Finance,4,4.0,12,6,41.9,No,Tier 3,4,1.62,Low
10403,36,16,Bachelor,IT,5,3.6,20,6,43.4,No,Tier 2,1,1.95,Low
10404,46,21,Bachelor,Finance,7,4.6,19,7,30.8,No,Tier 3,4,2.34,High
10405,46,24,Master,Operations,7,4.1,25,10,49.0,No,Tier 1,2,2.5,High
10406,41,19,Diploma,IT,5,3.0,15,8,36.7,No,Tier 2,2,1.97,Low
10407,59,33,Bachelor,IT,10,4.8,30,12,37.7,No,Tier 1,1,2.5,High
10408,56,34,Bachelor,HR,9,3.9,29,14,40.8,No,Tier 1,4,2.5,High
10409,53,31,Bachelor,IT,9,3.4,29,13,34.0,Yes,Tier 2,4,2.5,High
10410,50,29,PhD,IT,9,2.2,25,10,45.3,No,Tier 1,4,2.5,High
10411,57,30,Master,HR,8,2.6,24,13,44.8,Yes,Tier 2,1,2.5,High
10412,43,18,Bachelor,Sales,5,4.6,15,9,40.6,No,Tier 3,4,2.11,High
10413,30,5,Master,Sales,2,4.6,3,6,39.6,No,Tier 1,5,1.35,Low
10414,25,0,Diploma,HR,1,3.6,1,4,39.5,No,Tier 1,4,0.76,Low
10415,56,33,High School,Marketing,10,2.3,31,11,46.1,Yes,Tier 2,5,2.5,High
10416,54,30,Diploma,IT,8,2.8,26,13,35.0,No,Tier 3,2,2.5,High
10417,51,24,Bachelor,IT,7,2.4,23,11,41.0,Yes,Tier 2,5,2.5,High
10418,30,5,Bachelor,HR,2,2.4,12,3,35.4,No,Tier 2,2,1.01,Low
10419,39,17,Bachelor,HR,6,4.8,16,8,46.8,No,Tier 1,1,2.19,High
10420,52,30,Master,Marketing,8,4.8,29,9,41.3,No,Tier 1,2,2.5,High
10421,21,0,Bachelor,Operations,2,2.8,3,0,45.7,Yes,Tier 2,2,0.83,Low
10422,25,0,Bachelor,Sales,1,3.5,10,0,49.2,No,Tier 1,4,0.89,Low
10423,24,0,High School,Finance,2,2.7,1,2,49.3,No,Tier 3,3,0.71,Low
10424,36,14,High School,Operations,4,3.5,12,7,37.9,No,Tier 2,2,1.59,Low
10425,44,21,Bachelor,Sales,6,4.6,21,8,44.5,No,Tier 2,5,2.43,High
10426,36,16,Bachelor,IT,6,4.2,14,9,48.6,Yes,Tier 2,1,2.09,Low
10427,22,2,Master,Operations,1,4.0,6,3,46.5,Yes,Tier 2,5,1.01,Low
10428,48,21,Diploma,HR,6,3.4,20,7,47.0,No,Tier 2,1,2.22,High
10429,52,25,High School,Marketing,7,4.3,25,10,34.1,No,Tier 3,5,2.47,High
10430,47,22,Bachelor,Sales,7,3.9,18,8,46.4,No,Tier 3,2,2.42,High
10431,40,19,Diploma,Marketing,5,3.8,19,8,39.0,Yes,Tier 3,3,2.04,Low
10432,44,19,High School,Sales,6,3.4,19,8,46.3,No,Tier 3,2,2.03,Low
10433,32,6,Master,Operations,3,3.7,8,2,46.2,Yes,Tier 2,4,1.37,Low
10434,55,30,Diploma,IT,9,3.7,27,14,45.9,No,Tier 2,5,2.5,High
10435,53,26,Bachelor,Finance,7,3.1,27,10,42.4,No,Tier 1,3,2.5,High
10436,53,33,Bachelor,Marketing,10,3.0,25,12,49.6,No,Tier 1,5,2.5,High
10437,57,35,Diploma,Marketing,10,2.9,31,13,45.6,No,Tier 1,4,2.5,High
10438,32,7,Bachelor,Finance,2,2.9,6,6,44.6,Yes,Tier 1,4,1.29,Low
10439,23,1,Master,Marketing,2,3.4,6,3,38.3,Yes,Tier 1,4,0.97,Low
10440,21,0,Bachelor,Marketing,2,3.3,1,1,45.0,Yes,Tier 1,2,0.85,Low
10441,53,32,Master,Sales,9,3.1,22,11,52.9,Yes,Tier 3,2,2.5,High
10442,60,38,Diploma,Sales,10,3.0,35,13,36.0,No,Tier 3,3,2.5,High
10443,30,10,Master,Finance,4,3.7,10,4,46.7,Yes,Tier 1,4,1.72,Low
10444,49,26,Diploma,IT,7,4.4,25,11,47.3,No,Tier 1,2,2.5,High
10445,33,10,Master,Operations,3,3.5,15,6,51.6,Yes,Tier 3,1,1.62,Low
10446,32,8,Bachelor,Operations,3,3.5,10,3,46.6,No,Tier 3,1,1.36,Low
10447,51,25,Master,Marketing,8,2.9,23,11,43.1,No,Tier 3,2,2.5,High
10448,22,0,Bachelor,IT,2,3.4,3,0,45.1,Yes,Tier 3,3,0.81,Low
10449,55,29,High School,Finance,8,4.3,23,10,41.7,Yes,Tier 3,5,2.5,High
10450,43,23,High School,Finance,7,4.2,21,7,49.1,Yes,Tier 1,4,2.46,High
10451,37,15,Master,Sales,4,4.1,20,5,35.3,No,Tier 1,2,1.98,Low
10452,46,23,Bachelor,Marketing,6,4.1,20,8,40.6,No,Tier 2,3,2.41,High
10453,28,2,Master,HR,1,3.8,4,2,45.2,Yes,Tier 1,5,1.08,Low
10454,49,29,Diploma,Finance,8,3.8,29,10,48.9,No,Tier 3,3,2.5,High
10455,46,23,Bachelor,Marketing,6,3.7,18,11,42.9,Yes,Tier 2,5,2.45,High
10456,30,8,High School,IT,4,3.2,11,3,39.1,No,Tier 2,1,1.28,Low
10457,46,20,PhD,Sales,7,3.6,15,8,41.9,Yes,Tier 1,5,2.5,High
10458,54,31,Master,Operations,9,3.6,29,13,41.2,No,Tier 2,1,2.5,High
10459,27,2,PhD,IT,2,3.9,5,2,41.4,No,Tier 2,4,1.08,Low
10460,24,0,Bachelor,Finance,1,3.6,5,1,40.8,No,Tier 3,2,0.74,Low
10461,31,6,Bachelor,Finance,2,4.9,5,4,40.8,Yes,Tier 1,1,1.3,Low
10462,49,25,Master,IT,8,2.7,22,9,34.4,Yes,Tier 3,3,2.5,High
10463,56,32,Bachelor,Finance,10,4.0,30,11,44.5,No,Tier 3,5,2.5,High
10464,45,22,Master,Marketing,6,3.5,19,10,46.4,No,Tier 2,3,2.44,High
10465,41,14,PhD,Finance,4,3.5,16,5,50.5,Yes,Tier 2,1,1.91,Low
10466,56,36,Master,Sales,10,3.0,32,15,47.3,No,Tier 2,3,2.5,High
10467,30,5,Master,Marketing,3,4.2,6,4,47.0,Yes,Tier 1,5,1.42,Low
10468,57,37,Bachelor,HR,10,3.9,32,14,44.5,Yes,Tier 1,2,2.5,High
10469,29,2,Bachelor,Finance,1,4.0,5,3,34.2,No,Tier 3,3,0.78,Low
10470,44,24,PhD,Finance,8,3.6,22,9,44.4,No,Tier 2,4,2.5,High
10471,55,28,High School,Sales,9,3.3,27,12,43.6,Yes,Tier 1,5,2.5,High
10472,55,32,Master,Sales,10,3.5,28,13,48.1,No,Tier 2,5,2.5,High
10473,56,36,Master,Operations,10,3.8,30,13,45.8,No,Tier 1,4,2.5,High
10474,38,13,Bachelor,IT,4,2.2,16,5,42.4,Yes,Tier 1,1,1.63,Low
10475,59,37,PhD,IT,10,4.1,32,14,52.8,No,Tier 2,4,2.5,High
10476,52,28,Bachelor,IT,8,5.0,24,13,47.2,No,Tier 1,1,2.5,High
10477,44,22,Bachelor,Sales,6,3.8,14,9,44.7,Yes,Tier 1,2,2.49,High
10478,43,23,High School,IT,6,3.3,19,9,45.3,No,Tier 2,1,2.28,High
10479,52,30,Bachelor,IT,9,3.4,25,13,43.3,Yes,Tier 2,2,2.5,High
10480,57,32,Bachelor,HR,10,4.0,27,12,43.1,No,Tier 1,2,2.5,High
10481,32,7,Bachelor,IT,2,3.3,7,5,32.1,No,Tier 1,4,1.16,Low
10482,33,13,Master,Finance,4,4.1,16,8,38.4,Yes,Tier 1,2,1.89,Low
10483,43,20,PhD,Operations,6,3.4,17,6,40.3,No,Tier 1,1,2.37,High
10484,45,23,Diploma,Sales,6,4.6,20,9,45.3,No,Tier 1,3,2.34,High
10485,55,32,Bachelor,Marketing,10,4.6,29,12,34.7,Yes,Tier 1,5,2.5,High
10486,50,27,Master,Operations,8,3.3,22,9,40.4,No,Tier 1,5,2.5,High
10487,37,10,High School,HR,3,3.4,15,3,39.8,Yes,Tier 3,1,1.26,Low
10488,40,19,High School,Sales,5,3.5,20,6,43.6,No,Tier 1,3,2.0,Low
10489,45,25,Diploma,Sales,8,3.5,20,10,45.3,No,Tier 1,2,2.5,High
10490,42,18,Bachelor,Finance,5,2.9,20,7,39.8,No,Tier 1,1,2.05,Low
10491,33,8,Diploma,Operations,4,2.8,12,3,40.1,No,Tier 1,2,1.28,Low
10492,39,14,PhD,Operations,4,4.3,11,6,39.6,No,Tier 2,4,1.85,Low
10493,56,36,Bachelor,IT,10,4.2,29,13,41.0,No,Tier 1,3,2.5,High
10494,32,5,Bachelor,Finance,2,4.2,5,5,42.7,No,Tier 1,5,1.23,Low
10495,39,13,Diploma,IT,4,3.5,10,5,49.6,No,Tier 1,1,1.69,Low
10496,32,6,Bachelor,IT,3,4.7,6,5,37.9,No,Tier 2,5,1.3,Low
10497,29,3,Master,Sales,2,3.5,4,2,51.8,Yes,Tier 1,2,1.17,Low
10498,27,0,Master,Operations,1,4.1,4,1,36.8,No,Tier 2,2,0.8,Low
10499,48,24,Master,IT,7,2.6,22,9,47.8,No,Tier 1,4,2.5,High
10500,34,9,Bachelor,HR,4,3.4,10,6,40.6,No,Tier 1,2,1.54,Low
10501,51,31,Master,HR,9,3.4,27,13,38.4,No,Tier 2,2,2.5,High
10502,39,12,Master,Operations,4,3.5,9,5,49.6,Yes,Tier 2,5,1.75,Low
10503,36,11,Master,HR,3,2.6,13,5,43.4,Yes,Tier 2,5,1.59,Low
10504,25,2,High School,Sales,2,4.0,6,0,43.2,Yes,Tier 1,1,0.81,Low
10505,55,33,High School,Finance,10,4.2,28,11,41.6,No,Tier 2,1,2.5,High
10506,32,10,Diploma,Marketing,4,3.0,8,4,40.1,No,Tier 1,2,1.42,Low
10507,45,18,Master,IT,6,2.8,21,7,42.1,No,Tier 2,3,2.17,High
10508,41,16,Bachelor,Marketing,6,3.0,16,8,30.0,No,Tier 2,1,1.93,Low
10509,56,35,Bachelor,Finance,9,3.8,32,11,33.7,No,Tier 1,2,2.5,High
10510,43,19,Master,Finance,5,3.1,19,6,45.0,No,Tier 2,5,2.07,Low
10511,36,10,Master,Sales,4,3.4,8,5,48.9,No,Tier 2,4,1.66,Low
10512,59,35,Master,HR,9,2.8,35,13,49.8,Yes,Tier 1,5,2.5,High
10513,59,35,Bachelor,HR,9,4.8,30,13,38.2,No,Tier 3,5,2.5,High
10514,34,7,Master,Finance,3,3.5,11,6,44.0,No,Tier 3,4,1.42,Low
10515,51,28,Bachelor,Sales,8,4.2,29,12,32.0,No,Tier 1,5,2.5,High
10516,25,1,Diploma,Sales,1,3.8,4,3,41.2,No,Tier 3,1,0.77,Low
10517,55,33,Diploma,Operations,9,3.5,26,12,47.1,No,Tier 1,5,2.5,High
10518,43,20,Bachelor,IT,7,3.4,13,8,42.9,Yes,Tier 2,4,2.36,High
10519,49,29,Bachelor,HR,9,3.0,26,11,41.3,Yes,Tier 3,2,2.5,High
10520,31,7,Master,Finance,2,3.2,9,5,42.9,No,Tier 2,2,1.35,Low
10521,38,14,Diploma,Operations,4,2.8,13,7,49.4,Yes,Tier 1,2,1.73,Low
10522,32,12,Master,Marketing,4,2.8,13,5,41.8,Yes,Tier 3,4,1.6,Low
10523,29,5,Bachelor,HR,2,4.9,8,4,43.4,Yes,Tier 1,4,1.27,Low
10524,30,10,Bachelor,IT,3,3.7,13,6,50.6,No,Tier 1,1,1.52,Low
10525,37,14,Bachelor,Sales,4,4.5,14,5,41.9,No,Tier 1,4,1.81,Low
10526,58,36,Bachelor,Finance,10,3.0,32,13,34.8,Yes,Tier 3,2,2.5,High
10527,27,7,Bachelor,HR,2,2.7,8,4,49.8,No,Tier 3,4,1.15,Low
10528,33,12,Bachelor,Marketing,4,2.9,13,3,48.1,No,Tier 1,3,1.61,Low
10529,60,33,Diploma,IT,10,3.2,28,13,31.9,Yes,Tier 3,5,2.5,High
10530,29,2,Diploma,IT,1,3.5,3,1,42.3,Yes,Tier 1,1,0.73,Low
10531,47,27,Bachelor,Operations,7,3.4,23,12,42.9,No,Tier 3,2,2.5,High
10532,22,0,Master,HR,1,3.0,3,4,49.8,No,Tier 2,2,0.85,Low
10533,25,1,Bachelor,Marketing,1,3.6,2,1,42.9,Yes,Tier 1,3,0.81,Low
10534,49,23,Master,IT,7,3.6,20,8,43.8,Yes,Tier 1,1,2.5,High
10535,57,31,Master,Finance,8,4.0,32,12,44.0,Yes,Tier 1,5,2.5,High
10536,58,31,PhD,IT,9,4.5,30,12,40.7,Yes,Tier 1,1,2.5,High
10537,39,16,Master,Marketing,5,3.3,13,8,49.5,No,Tier 2,1,2.04,Low
10538,28,3,Bachelor,Sales,1,4.3,8,3,39.0,No,Tier 1,2,0.91,Low
10539,21,0,Master,Sales,2,3.5,5,1,40.6,No,Tier 3,4,0.89,Low
10540,42,17,Master,Operations,5,2.5,16,7,43.0,No,Tier 2,5,2.05,Low
10541,37,11,Bachelor,HR,4,4.7,10,4,36.3,Yes,Tier 2,1,1.58,Low
10542,27,1,Bachelor,Marketing,2,5.0,2,3,51.8,No,Tier 1,3,1.11,Low
10543,45,25,High School,Operations,8,3.9,24,12,43.0,Yes,Tier 3,2,2.5,High
10544,24,2,Master,IT,1,3.6,2,1,47.1,No,Tier 2,4,1.01,Low
10545,56,35,Master,IT,9,3.3,34,11,38.2,No,Tier 3,4,2.5,High
10546,26,3,Diploma,Sales,1,3.2,9,2,46.6,No,Tier 3,2,0.85,Low
10547,51,27,Bachelor,Operations,7,4.3,24,9,47.0,No,Tier 1,1,2.5,High
10548,39,14,Bachelor,Sales,5,3.5,17,5,47.7,No,Tier 1,2,1.9,Low
10549,59,32,Diploma,Finance,9,4.6,28,10,52.5,No,Tier 3,4,2.5,High
10550,47,23,PhD,Sales,6,3.5,20,9,40.2,No,Tier 3,4,2.42,High
10551,30,8,Diploma,Finance,4,3.2,12,4,42.1,No,Tier 2,3,1.37,Low
10552,46,21,High School,IT,7,3.1,24,9,38.8,No,Tier 1,3,2.32,High
10553,39,16,Bachelor,Operations,5,3.0,21,6,42.5,No,Tier 2,4,1.91,Low
10554,59,39,Master,Finance,10,3.8,35,13,46.3,No,Tier 1,3,2.5,High
10555,23,0,High School,Operations,2,2.7,5,1,46.1,Yes,Tier 1,3,0.74,Low
10556,33,11,Master,Operations,4,3.0,13,4,51.2,Yes,Tier 2,3,1.65,Low
10557,48,25,Bachelor,Finance,8,4.4,27,10,45.5,No,Tier 1,4,2.5,High
10558,40,14,Diploma,HR,5,2.9,15,4,43.0,No,Tier 2,1,1.69,Low
10559,48,22,Diploma,Sales,6,4.1,23,6,37.5,Yes,Tier 3,1,2.18,High
10560,28,5,Bachelor,Finance,2,2.2,4,1,47.3,No,Tier 3,5,0.97,Low
10561,59,36,Bachelor,IT,10,4.4,31,13,42.2,Yes,Tier 3,3,2.5,High
10562,21,0,PhD,Operations,1,2.7,5,1,47.4,No,Tier 3,1,0.85,Low
10563,23,0,Master,Marketing,1,2.9,5,2,40.9,Yes,Tier 1,5,0.82,Low
10564,33,10,PhD,Finance,3,3.9,13,4,49.0,No,Tier 3,2,1.64,Low
10565,48,24,Bachelor,Sales,7,3.7,23,8,44.9,No,Tier 3,3,2.5,High
10566,45,23,PhD,Operations,7,4.1,20,11,48.0,Yes,Tier 3,1,2.5,High
10567,53,28,Bachelor,HR,8,2.7,25,12,44.9,Yes,Tier 2,1,2.5,High
10568,58,35,Bachelor,IT,9,3.3,31,14,38.4,No,Tier 1,1,2.5,High
10569,26,5,High School,HR,2,3.1,8,4,41.2,No,Tier 1,5,0.99,Low
10570,52,25,High School,Marketing,8,2.8,21,10,36.6,No,Tier 1,2,2.5,High
10571,41,20,Master,Finance,6,3.9,18,7,43.9,No,Tier 3,3,2.4,High
10572,36,14,Bachelor,Operations,4,4.1,14,6,35.7,Yes,Tier 2,1,1.74,Low
10573,41,15,Diploma,Finance,5,3.3,9,5,44.5,No,Tier 3,4,1.75,Low
10574,31,11,Bachelor,Sales,3,4.5,14,4,30.0,No,Tier 2,3,1.51,Low
10575,57,37,Bachelor,Finance,10,3.0,33,12,47.0,No,Tier 2,4,2.5,High
10576,56,29,Bachelor,IT,9,4.5,27,12,37.5,No,Tier 1,5,2.5,High
10577,55,29,Bachelor,Marketing,8,3.9,25,11,38.2,No,Tier 1,1,2.5,High
10578,39,14,Master,HR,5,2.7,16,6,49.9,No,Tier 1,3,1.93,Low
10579,40,15,Master,Marketing,4,4.8,13,6,44.6,Yes,Tier 2,3,1.96,Low
10580,38,13,Bachelor,Operations,4,3.2,12,4,47.2,Yes,Tier 1,1,1.69,Low
10581,34,14,Bachelor,Finance,4,4.3,16,6,38.0,No,Tier 2,2,1.78,Low
10582,35,14,Bachelor,Operations,5,3.6,15,6,47.8,No,Tier 1,5,1.89,Low
10583,51,31,Master,HR,9,3.7,25,13,42.3,No,Tier 3,1,2.5,High
10584,21,0,Bachelor,Operations,2,4.1,7,2,43.6,No,Tier 1,3,1.01,Low
10585,23,0,Diploma,Sales,1,4.0,1,2,50.5,Yes,Tier 2,2,0.72,Low
10586,36,11,High School,Marketing,3,3.3,11,5,37.2,No,Tier 1,3,1.29,Low
10587,43,22,Bachelor,HR,7,3.8,25,9,47.6,Yes,Tier 2,4,2.5,High
10588,31,9,Bachelor,HR,4,3.8,5,6,44.9,Yes,Tier 1,3,1.55,Low
10589,32,5,Master,HR,2,3.6,3,3,41.9,Yes,Tier 2,5,1.2,Low
10590,30,8,Diploma,IT,3,3.4,11,5,37.5,No,Tier 3,1,1.21,Low
10591,52,29,Bachelor,Marketing,8,3.6,20,11,41.9,Yes,Tier 1,3,2.5,High
10592,36,15,Master,Operations,4,4.8,10,6,38.9,No,Tier 1,4,1.81,Low
10593,28,8,Master,HR,4,3.3,12,6,48.9,Yes,Tier 2,4,1.65,Low
